title,year,certificate,duration,genre,rating,description,stars,votes,ID,Year,Age,IMDb,Rotten Tomatoes,Netflix,Hulu,Prime Video,Disney+,Type,Directors,Genres,Country,Language,Runtime,primary_genre
Vessel,(II) (2014),Not Rated,90 min,"Documentary, Adventure, Biography",7.6,"A fearless sea captain sails a ship through loopholes in international law, providing abortions on the high seas, and leaving in her wake a network of emboldened activists who trust women to handle abortion on their own terms.","['Diana Whitten', '| ', '    Stars:', 'Rebecca Gomperts, ', 'Kinga Jelinski, ', 'Cecilia Costa, ', 'Gunilla Kleiverda']",239,7039,2014,,7.6,,0.0,0,1,0,0,Clark Baker,"Short,Horror,Sci-Fi,Thriller",United States,English,14.0,Short
Ryan Hamilton: Happy Face,(2017 TV Special),,56 min,"Documentary, Comedy",7.3,"Small-town import Ryan Hamilton charms New York with folksy comic observations on big-city life, hot-air ballooning and going to Disney World alone.","['Marcus Raboy', '| ', '    Star:', 'Ryan Hamilton']",946,2039,2017,,7.3,,1.0,0,0,0,0,Marcus Raboy,"Documentary,Comedy",United States,English,56.0,Documentary
Patton Oswalt: Talking for Clapping,(2016 TV Special),TV-MA,65 min,"Documentary, Comedy",6.8,"Patton Oswalt takes the stage in San Francisco, where he talks about San Franciscans, the difficulties of being PC, fatherhood, his worst stand up experience, and the worlds most horrific Birthday Clown.","['Patton Oswalt, ', 'Boots Riley']","2,025",1659,2016,18+,6.8,,1.0,0,0,0,0,,"Documentary,Comedy",United States,English,65.0,Documentary
The Reconquest,(2016),,108 min,Drama,6.5,"Manuela and Olmo meet again in a future as they had promised fifteen years earlier as teenagers, when they lived their first love.","['Jonás Trueba', '| ', '    Stars:', 'Francesco Carril, ', 'Itsaso Arana, ', 'Candela Recio, ', 'Pablo Hoyos']",905,2382,2016,,6.7,,1.0,0,0,0,0,Jonás Trueba,Drama,Spain,Spanish,108.0,Drama
Tiffany Haddish: Black Mitzvah,(2019 TV Special),TV-MA,55 min,Comedy,6.3,"On her 40th birthday, Tiffany Haddish drops a bombastic special studded with singing, dancing and raunchy reflections on her long road to womanhood.","['Linda Mendoza', '| ', '    Star:', 'Tiffany Haddish']",983,2251,2019,,6.1,,1.0,0,0,0,0,Linda Mendoza,Comedy,United States,English,55.0,Comedy
Being Napoleon,(2018),,88 min,Documentary,5.4,"On the 200th anniversary of the Battle of Waterloo, thousands of enthusiasts reenact the epic clash. But there can only be one Napoleon.","['Jesse Handsher, ', 'Olivier Roland']",136,3180,2018,,5.5,,1.0,0,0,0,0,"Jesse Handsher,Olivier Roland",Documentary,United States,"English,French",88.0,Documentary
Meet the Mormons,(2014),PG,78 min,Documentary,6.4,"Meet the Mormons examines the very diverse lives of six devout members of the Church of Jesus Christ of Latter-day Saints. Filmed on location and across the globe, Meet the Mormons takes ...                See full summary »","['Blair Treu', '| ', '    Stars:', 'Jermaine Sullivan, ', 'Ken Niumatalolo, ', 'Carolina Muñoz Marin, ', 'Bishnu Adhikari']","2,011",6686,2014,7+,6.9,18%,0.0,0,1,0,0,Blair Treu,Documentary,United States,English,78.0,Documentary
Rodney King,(2017 TV Special),TV-MA,52 min,"Comedy, Drama",5.9,Roger Guenveur Smith performs his one man show focusing on the life and times of Rodney King.,"['Spike Lee', '| ', '    Star:', 'Roger Guenveur Smith']",610,1242,2017,,5.5,100%,1.0,0,0,0,0,Spike Lee,"Comedy,Drama",United States,English,52.0,Comedy
Chris D'Elia: Man on Fire,(2017 TV Special),TV-MA,65 min,Comedy,6.5,"Actor and comic Chris D'Elia delivers a hilarious take down of life's greatest pitfalls in his Netflix Original comedy special ""Chris D'Elia: Man on Fire.""","[""Bill D'Elia"", '| ', '    Star:', ""Chris D'Elia""]","1,738",1883,2017,18+,6.6,,1.0,0,0,0,0,Bill D'Elia,"Documentary,Comedy",United States,English,65.0,Documentary
Bill Hicks: Revelations,(1993 TV Special),Not Rated,57 min,"Documentary, Comedy",8.5,"Bill Hicks in the height of his genius. Recorded at the Dominion Theatre in London, Hicks opens our eyes and minds to the hypocrisy and ludicrousness of the world around us.","['Chris Bould', '| ', '    Star:', 'Bill Hicks']","3,109",1313,1993,,8.6,,1.0,0,1,0,0,Chris Bould,"Documentary,Comedy",United Kingdom,English,57.0,Documentary
Sol Levante,(2020),,4 min,"Animation, Short, Action",4.7,A young warrior leaves in search of the sacred place which is said to grant wishes. Better not to stir the wrath of the ancient guardian spirits.,['Akira Saitou'],545,2155,2020,,4.8,,1.0,0,0,0,0,Philip Kaufman,"Action,Crime,Drama,Mystery,Thriller",United States,"English,Japanese",125.0,Action
Rattle the Cage,(2015),,96 min,"Crime, Drama, Thriller",6.7,"Being behind bars is the least of Talal's problems as the insane Officer Daban plays a cruel game. In order to save himself and his family, Talal has to play along.","['Majid Al Ansari', '| ', '    Stars:', 'Ali Suliman, ', 'Omar Abdulhamid, ', 'Abdalla Bu Abed, ', 'Dana Abed']","1,623",2802,2015,,6.7,,1.0,0,0,0,0,Majid Al Ansari,"Crime,Drama,Thriller","United Arab Emirates,Jordan",Arabic,96.0,Crime
Léa & I,(2019),,84 min,Documentary,6.5,"Best friends travel though Latin America meeting shamans, experimenting with plant medicines, and wondering about what makes a life well-lived when one of them might have half the time to live it.","['Camille Shooshani', '| ', '    Stars:', 'Léa Moret, ', 'Camille Shooshani']",220,2674,2019,,6.4,,1.0,0,0,0,0,Camille Shooshani,Documentary,,English,84.0,Documentary
Room,(I) (2005),Not Rated,75 min,"Drama, Mystery",4.4,"An overworked, middle-aged Texas woman embezzles from her employer and abandons her family to seek out a mysterious room that has been appearing to her in visions during seizure-like attacks.","['Kyle Henry', '| ', '    Stars:', 'Cyndi Williams, ', 'Kenneth Wayne Bradley, ', 'Alex Kiester, ', 'Hannah Nicolas']",452,14,2015,18+,8.1,93%,1.0,0,0,0,0,Lenny Abrahamson,"Drama,Thriller","Ireland,Canada,United Kingdom,United States",English,118.0,Drama
Jeff Foxworthy & Larry the Cable Guy: We've Been Thinking,(2016 TV Special),,75 min,Comedy,5.9,Comedians Jeff Foxworthy and Larry the Cable Guy bring their distinctive brand of humor to a packed crowd in Minneapolis.,"['Jay Karas', '| ', '    Stars:', 'Jeff Foxworthy, ', 'Nick Hoff, ', 'Larry the Cable Guy']",659,2475,2016,,5.6,,1.0,0,0,0,0,Jay Karas,Comedy,United States,English,75.0,Comedy
Ralphie May: Unruly,(2015 Video),,83 min,Comedy,4.7,"Filmed in front of a raucous crowd, comedian Ralphie May unleashes his hilariously raunchy perspective in his first Netflix original stand-up special.","['John Asher', '| ', '    Star:', 'Ralphie May']",435,2899,2015,,4.7,,1.0,0,0,0,0,John Asher,Comedy,United States,English,,Comedy
The Jungle Book,(2010– ),,30 min,"Animation, Adventure, Family",4.2,"An adaptation of the Rudyard Kipling's ""The Jungle Book"", Mowgli, the boy who gets lost in the jungle now lives different adventures.","['Sarah Natochenny, ', 'Billy Bob Thompson, ', 'Abe Goldfarb, ', 'David Wills']",145,16265,1967,all,7.6,87%,0.0,0,0,1,0,Jon Favreau,"Adventure,Drama,Family,Fantasy","United Kingdom,United States",English,106.0,Adventure
My Little Pony: Equestria Girls - Friendship Games,(2015),TV-Y,72 min,"Animation, Family, Fantasy",6.4,Canterlot High and a rival school face off in a series of sporting events.,"['Ishi Rudell, ', 'Jayson Thiessen', '| ', '    Stars:', 'Tara Strong, ', 'Rebecca Shoichet, ', 'Ashleigh Ball, ', 'Andrea Libman']","1,910",1670,2016,all,6.5,,1.0,0,0,0,0,"Ishi Rudell,Jayson Thiessen","Animation,Family,Fantasy,Musical",United States,English,72.0,Animation
Def Comedy Jam 25,(2017 TV Special),TV-MA,80 min,"Documentary, Comedy",6.6,"Def Comedy Jam 25 celebrates the impact and legacy of the groundbreaking HBO comedy series Def Comedy Jam, which debut 25-years ago running from 1992 to 1997. Def Comedy Jam 25 celebrates ...                See full summary »","['Louis J. Horvitz', '| ', '    Stars:', 'Dave Chappelle, ', 'Tiffany Haddish, ', 'Steve Harvey, ', 'Bill Bellamy']","1,122",2365,2017,,6.6,,1.0,0,0,0,0,Louis J. Horvitz,"Documentary,Comedy",United States,English,80.0,Documentary
Little Miss Sumo,(2018),,19 min,"Documentary, Short, Biography",6.6,A female sumo wrestler fights against tradition and stigma to win her place in the ring.,"['Matt Kay', '| ', '    Star:', 'Hiyori Kon']",516,2807,2018,,6.6,,1.0,0,0,0,0,Matt Kay,"Documentary,Short,Biography,Sport",United Kingdom,"Japanese,English",19.0,Documentary
Chasing Beauty,(2013),Not Rated,90 min,"Documentary, Biography",6.1,"CHASING BEAUTY provides a rare glimpse into the intriguing and complex world of modeling. Behind the glossy covers of Vogue and Glamour lie the rarely talked about, uncensored stories of ...                See full summary »","['Brent Huff', '| ', '    Stars:', 'Kelly Anderson, ', 'Jo Baker, ', 'William Barney, ', 'Dawn Ann Billings']",284,13057,2013,,6.0,,0.0,0,1,0,0,Brent Huff,"Documentary,Biography",United States,English,90.0,Documentary
Russell Peters: Notorious,(2013 TV Special),,71 min,Comedy,7.1,"Global comedy star Russell Peters leaves no ethnic or cultural stereotype unstrapped in this outrageous stand-up appearance in Sydney, Australia.","['David Higby', '| ', '    Star:', 'Russell Peters']","1,666",1829,2013,,7.1,,1.0,0,0,0,0,David Higby,Comedy,United States,"English,Spanish",71.0,Comedy
Kevin James: Sweat the Small Stuff,(2001 TV Special),TV-PG,60 min,"Documentary, Comedy",7.4,"Kevin James. The big, sweaty, funny man from the hit sitcom The King of Queens performs his talents on stage.","['Paul Miller', '| ', '    Star:', 'Kevin James']","1,096",2069,2001,7+,7.5,,1.0,0,0,0,0,Paul Miller,"Documentary,Comedy",United States,English,60.0,Documentary
"Ray Romano: Right Here, Around the Corner",(2019 TV Special),,58 min,"Documentary, Comedy",7.2,"Ray Romano cut his stand-up teeth at the Comedy Cellar in New York. Now, in his first comedy special in 23 years, he returns to where it all began.","['Michael Showalter', '| ', '    Stars:', 'Ray Romano, ', 'Richard Sarvate, ', 'Ryan Reiss']","1,724",2015,2019,,7.2,,1.0,0,0,0,0,Michael Showalter,"Documentary,Comedy",United States,English,58.0,Documentary
Jeremy Scott: The People's Designer,(2015),PG-13,110 min,"Documentary, Biography",6.4,The story of fashion designer Jeremy Scott's ascent from a small town in Missouri to his current position as the Creative Director of Moschino.,"['Vlad Yudin', '| ', '    Stars:', 'Jeremy Scott, ', 'Devon Aoki, ', 'Eva Chen, ', 'Miley Cyrus']",404,3161,2015,13+,6.4,,1.0,0,0,0,0,Vlad Yudin,"Documentary,Biography",United States,English,110.0,Documentary
Rory Scovel Tries Stand-Up for the First Time,(2017 TV Special),TV-MA,66 min,"Documentary, Comedy",6.7,"Comedian Rory Scovel storms the stage in Atlanta, where he shares unfocused thoughts about things that mystify him, relationships and the thong song","['Scott Moran', '| ', '    Stars:', 'Rory Scovel, ', 'Jack White, ', 'Ben Swank, ', 'Ben Kronberg']",840,2253,2017,18+,6.7,,1.0,0,0,0,0,Scott Moran,"Documentary,Comedy",United States,English,66.0,Documentary
Cristina,(2016),,39 min,"Documentary, Short",7.8,"An intimate journey of a 37-year-old Cristina, as fate brings to her life both a new love and an unbeatable challenge. Determined to pass on a message of hope and a 'live in the now' ...                See full summary »","['Michèle Ohayon', '| ', '    Stars:', 'Bruce Franklin, ', 'Cristina Weigmann']",257,2509,2016,,7.9,,1.0,0,0,0,0,John Carpenter,"Horror,Thriller",United States,English,110.0,Horror
Maz Jobrani: Immigrant,(2017 TV Special),TV-14,112 min,Comedy,6.7,"In this very funny comedy show, Maz mainly focuses on current political environment especially by telling jokes about Donald Trump and his anti-immigrant politics. During the show he talks ...                See full summary »","['Maz Jobrani', '| ', '    Star:', 'Maz Jobrani']",875,2391,2017,,6.6,,1.0,0,0,0,0,Maz Jobrani,Comedy,,English,112.0,Comedy
Autohead,(2016),,97 min,"Crime, Drama",6.0,"A documentary crew starts to make a documentary about an Auto Rickshaw driver in Mumbai. As they dig deeper into his life they discover angst, sexual frustration and paranoia that leads to a terrible end.","['Rohit Mittal', '| ', '    Stars:', 'Deepak Sampat, ', 'Ronjini Chakraborty, ', 'Vikrant Singh, ', 'Jhanvi Dwivedi']",399,2985,2016,,6.0,,1.0,0,0,0,0,Rohit Mittal,"Crime,Drama",India,Hindi,97.0,Crime
Killswitch,(2014),Not Rated,72 min,"Documentary, Drama",7.7,"The Internet is under attack. This award-winning documentary explores the threat Internet censorship imposes on free speech, innovation, and democracy.","['Ali Akbarzadeh', '| ', '    Stars:', 'Lawrence Lessig, ', 'Tim Wu, ', 'Peter Ludlow']",638,7557,2015,,7.8,,0.0,0,1,0,0,Ali Akbarzadeh,"Documentary,Drama",United States,English,72.0,Documentary
Patton Oswalt: Annihilation,(2017 TV Special),TV-MA,66 min,Comedy,7.2,"Patton Oswalt, despite a personal tragedy, produces his best standup yet. Focusing on the tribulations of the Trump era and life after the loss of a loved one, Oswalt continues his journey to contribute joy to the world.","['Bobcat Goldthwait', '| ', '    Star:', 'Patton Oswalt']","2,410",546,2017,,7.2,100%,1.0,0,0,0,0,Bobcat Goldthwait,"Documentary,Comedy",United States,English,66.0,Documentary
Russell Howard: Recalibrate,(2017 TV Special),TV-MA,69 min,Comedy,7.4,"Comedian Russell Howard brings his manic energy to a new stand-up special that tackles politics, childhood and why he's a jerk.","['Russell Howard', '| ', '    Star:', 'Russell Howard']","1,646",2157,2017,18+,7.4,,1.0,0,0,0,0,Russell Howard,Comedy,United Kingdom,English,69.0,Comedy
Bill Hicks: Sane Man,(1989 Video),Not Rated,81 min,"Documentary, Comedy",8.3,"Comedian Bill Hicks performs a live stand-up show in Austin, Texas.","['Kevin Booth, ', 'David Johndrow', '| ', '    Star:', 'Bill Hicks']","2,382",1091,1989,18+,8.5,,1.0,0,1,0,0,"Kevin Booth,David Johndrow","Documentary,Comedy",United States,English,81.0,Documentary
Shaolin Martial Arts,(1974),R,106 min,"Action, Drama",6.8,"When the ruling dynasty in China sends soldiers to destroy the Shaolin Temple, students use their martial arts to defend the school.","['Cheh Chang', '| ', '    Stars:', 'Sheng Fu, ', 'Kuan-Chun Chi, ', 'Yi Ling Chen, ', 'Chia-Hui Liu']",407,8323,1974,18+,6.9,,0.0,0,1,0,0,Cheh Chang,"Action,Drama",Hong Kong,Mandarin,106.0,Action
Misfit 2,(2019),,81 min,Comedy,4.9,A talented singer and her singer-songwriter boyfriend get the chance to represent their school in the biggest music competition for students in which the grand prize is a record deal. But ...                See full summary »,"['Erwin van den Eshof', '| ', '    Stars:', 'Djamila, ', 'Niek Roozen, ', 'Bente Fokkens, ', 'Jolijn Henneman']",149,3000,2019,,5.6,,1.0,0,0,0,0,Erwin van den Eshof,Comedy,Netherlands,Dutch,81.0,Comedy
Night on Earth: Shot in the Dark,(2020),,59 min,Documentary,7.7,"This look behind the scenes shows how worldwide camera crews climbed, dived and froze to capture the documentary's groundbreaking night footage.""","['Alessandra Mastronardi, ', 'Beren Saat, ', 'Samira Wiley']",316,2480,2020,,,,1.0,0,0,0,0,Alex Minton,Documentary,,,59.0,Documentary
Whitney Cummings: Money Shot,(2010 TV Special),TV-MA,48 min,"Documentary, Comedy",6.2,"Money Shot finds Cummings riffing on a wide range of topics chiefly, the differences between men and women and how both tend to behave in relationships.","['John Fortenberry', '| ', '    Star:', 'Whitney Cummings']",940,2116,2010,18+,6.3,,1.0,0,1,0,0,John Fortenberry,"Documentary,Comedy",United States,English,48.0,Documentary
Backfire,(II) (2017),,94 min,"Crime, Drama",3.6,"After a botched robbery escalates to homicide, a north Philly gun runner has to escape or outsmart the south Philly Italian mob as they close in for vengeance.","['Dave Patten', '| ', '    Stars:', 'Black Deniro, ', 'Jowharah Jones, ', 'Byron Squally Vinson, ', 'Dominic Costa']",436,3164,2017,,3.4,,1.0,0,0,0,0,Dave Patten,"Crime,Drama",United States,English,94.0,Crime
Shuddhi,(2017),Not Rated,114 min,"Crime, Drama, Thriller",7.9,An American in India befriends two journalists who are fighting against the country's lenient juvenile justice act; her trip turns into a spiritual journey.,"['Adarsh Eshwarappa', '| ', '    Stars:', 'Lauren Spartano, ', 'Niveditha, ', 'Amrutha Karagada, ', 'Niranjan Bopanna']",393,2068,2017,,8.0,,1.0,0,0,0,0,Adarsh Eshwarappa,"Crime,Drama,Thriller","India,United States","Kannada,Hindi,English",114.0,Crime
