title,year,duration,primary_genre,rating,vote_Range
The Challenge,(1998– ),60 min,Adventure,7.8,0-20000
I Am All Girls,(2021),107 min,Crime,5.9,0-20000
Dark Places,(2015),113 min,Crime,6.2,40000-60000
Mushoku Tensei: Jobless Reincarnation,(2021– ),24 min,Animation,8.4,0-20000
Jaws 2,(1978),116 min,Adventure,5.8,60000-80000
Hollywood,(2020),347 min,Drama,7.5,20000-40000
Kaguya-sama: Love is War,(2019– ),24 min,Animation,8.6,0-20000
Running with the Devil: The Wild World of John McAfee,(2022),105 min,Documentary,5.9,0-20000
Blood Red Sky,(2021),121 min,Action,6.1,40000-60000
Selling Sunset,(2019– ),30 min,Reality-TV,6.5,0-20000
F Is for Family,(2015–2021),30 min,Animation,8.0,20000-40000
Stowaway,(2021),116 min,Adventure,5.6,40000-60000
Dirk Gently's Holistic Detective Agency,(2016–2017),60 min,Action,8.2,40000-60000
Formula 1: Drive to Survive,(2019– ),40 min,Documentary,8.6,20000-40000
Apostle,(2018),130 min,Drama,6.3,40000-60000
CHIPS,(2017),100 min,Action,6.0,40000-60000
The Protector,(2018–2020),40 min,Action,6.5,20000-40000
Rise of the Teenage Mutant Ninja Turtles: The Movie,(2022),82 min,Animation,5.9,0-20000
Human Resources,(2022– ),30 min,Animation,7.2,0-20000
Vivo,(I) (2021),95 min,Animation,6.6,0-20000
Goosebumps,(1995–1998),22 min,Fantasy,7.6,0-20000
The Promised Neverland,(2019–2021),23 min,Animation,8.3,20000-40000
Everything Sucks!,(2018),30 min,Comedy,7.5,0-20000
Inside the Mind of a Cat,(2022),67 min,Documentary,6.9,0-20000
The Defeated,(2020– ),45 min,Drama,7.0,0-20000
The Suite Life of Zack & Cody,(2005–2008),30 min,Comedy,6.5,20000-40000
Nanatsu no taizai,(2014–2021),24 min,Animation,7.9,20000-40000
Alias Grace,(2017),267 min,Biography,7.7,20000-40000
The DUFF,(2015),101 min,Comedy,6.4,80000-100000
Toscana,(II) (2022),90 min,Drama,5.7,0-20000
Keeping Up with the Kardashians,(2006–2021),44 min,Drama,2.8,20000-40000
Vikingane,(2016–2020),30 min,Comedy,7.7,0-20000
Rise of the Teenage Mutant Ninja Turtles,(2018–2020),22 min,Animation,5.1,0-20000
Verónica,(I) (2017),105 min,Horror,6.2,40000-60000
The Quick and the Dead,(1995),108 min,Action,6.5,80000-100000
Shattered,(II) (2022),92 min,Thriller,5.0,0-20000
The Midnight Sky,(2020),118 min,Adventure,5.6,80000-100000
Force of Nature,(2020),91 min,Crime,4.5,0-20000
Scary Movie V,(2013),86 min,Comedy,3.5,60000-80000
Coroner,(2019– ),60 min,Crime,6.7,0-20000
Vis a vis,(2015–2019),53 min,Drama,8.2,20000-40000
Death Wish,(2018),107 min,Action,6.3,60000-80000
Sand Castle,(2017),113 min,Action,6.3,20000-40000
Torchwood,(2006–2011),50 min,Action,7.7,40000-60000
Malcolm & Marie,(2021),106 min,Drama,6.6,20000-40000
Hypnotic,(2021),88 min,Mystery,5.3,0-20000
Holidate,(2020),104 min,Comedy,6.1,60000-80000
"Boo, Bitch",(2022),202 min,Comedy,5.8,0-20000
3%,(2016–2020),49 min,Action,7.3,20000-40000
The In Between,(2022),115 min,Drama,5.9,0-20000
College Romance,(2018– ),30 min,Comedy,8.4,20000-40000
The Silent Sea,(2021– ),45 min,Adventure,6.9,20000-40000
Cursed,(2020),60 min,Adventure,5.9,20000-40000
I See You,(II) (2019),98 min,Crime,6.8,40000-60000
What/If,(2019),55 min,Drama,6.3,0-20000
We Can Be Heroes,(II) (2020),100 min,Action,4.7,0-20000
Descendants of the Sun,(2016),60 min,Action,8.3,0-20000
The Human Centipede 2 (Full Sequence),(2011),91 min,Horror,3.8,20000-40000
Don't Be a Menace to South Central While Drinking Your Juice in the Hood,(1996),89 min,Comedy,6.5,40000-60000
Money Heist: Korea - Joint Economic Area,(2022– ),60 min,Action,5.3,0-20000
Mirage,(2018),128 min,Drama,7.4,40000-60000
Baki,(2018–2020),45 min,Animation,6.7,0-20000
Project Power,(2020),113 min,Action,6.0,80000-100000
Call My Agent!,(2015–2020),52 min,Comedy,8.3,0-20000
To the Lake,(I) (2019– ),48 min,Drama,7.2,0-20000
Erased,(2016),264 min,Animation,8.5,40000-60000
Messiah,(2020),43 min,Drama,7.6,40000-60000
Heist,(III) (2015),93 min,Action,6.1,20000-40000
Miracle in Cell No. 7,(2019),132 min,Drama,8.2,40000-60000
American Vandal,(2017–2018),34 min,Comedy,8.1,20000-40000
The Wrong Missy,(2020),90 min,Comedy,5.7,20000-40000
Mr. Sunshine,(2018),80 min,Action,8.7,0-20000
The Trip,(2021),113 min,Action,6.9,20000-40000
Welcome to Eden,(2022– ),40 min,Action,5.5,0-20000
L.A.'s Finest,(2019–2020),60 min,Action,6.1,0-20000
The Italian Job,(1969),99 min,Action,7.2,40000-60000
Along for the Ride,(2022),106 min,Drama,6.1,0-20000
Final Space,(2018–2021),30 min,Animation,8.2,40000-60000
Daybreak,(I) (2019),60 min,Action,6.7,20000-40000
The Ice Road,(2021),109 min,Action,5.6,40000-60000
Father of the Bride Part 3 (ish),(2020),26 min,Short,6.9,0-20000
Forgotten,(2017),108 min,Mystery,7.4,20000-40000
Hillbilly Elegy,(2020),116 min,Drama,6.7,40000-60000
Colony,(2016–2018),42 min,Action,7.3,20000-40000
The Dark Crystal: Age of Resistance,(2019),60 min,Adventure,8.4,20000-40000
High School DxD,(2012–2018),23 min,Animation,7.6,0-20000
Crashing,(2016),30 min,Comedy,7.7,20000-40000
The Guardians of Justice (Will Save You!),(2022– ),30 min,Animation,4.9,0-20000
Dogs in Space,(2021– ),18 min,Animation,7.1,0-20000
Macbeth,(I) (2015),113 min,Drama,6.6,40000-60000
White Girl,(2016),88 min,Crime,5.7,0-20000
Skandal! Bringing Down Wirecard,(2022),92 min,Documentary,7.2,0-20000
Friends from College,(2017–2019),30 min,Comedy,6.9,20000-40000
Spenser Confidential,(2020),111 min,Action,6.2,80000-100000
The F**k-It List,(2020),103 min,Comedy,5.1,0-20000
Chef's Table,(2015–2019),50 min,Documentary,8.5,0-20000
Man Down,(2013–2017),30 min,Comedy,7.6,0-20000
The Beauty Queen of Jerusalem,(2021– ),28 min,Drama,7.2,0-20000
Fruits Basket,(2019–2021),24 min,Animation,8.6,0-20000
Seven Seconds,(2018),60 min,Crime,7.7,0-20000
Mechanic: Resurrection,(2016),98 min,Action,5.7,80000-100000
Itaewon Class,(2020),70 min,Drama,8.2,0-20000
The Vietnam War,(2017),990 min,Documentary,9.1,20000-40000
Serenity,(2019),106 min,Drama,5.4,40000-60000
Mirror Mirror,(I) (2012),106 min,Adventure,5.6,80000-100000
You Don't Know Me,(2021),60 min,Crime,6.8,0-20000
"Good Morning, Verônica",(2020– ),49 min,Crime,7.5,0-20000
Eli,(I) (2019),98 min,Drama,5.8,20000-40000
Dreamgirls,(2006),130 min,Drama,6.6,60000-80000
Bordertown,(2016–2020),60 min,Crime,7.6,0-20000
Fabulous Lives of Bollywood Wives,(2020– ),35 min,Documentary,4.6,0-20000
Off the Hook,(2022– ),30 min,Comedy,6.4,0-20000
The Wolf of Snow Hollow,(2020),85 min,Comedy,6.2,20000-40000
Girl From Nowhere,(2018– ),45 min,Crime,7.6,0-20000
Cuckoo,(II) (2012– ),30 min,Comedy,7.2,0-20000
Still Game,(2002–2019),30 min,Comedy,8.9,0-20000
Lilyhammer,(2012–2014),45 min,Comedy,7.9,20000-40000
Winx Club,(2004–2019),25 min,Animation,6.1,0-20000
The Adventures of Sharkboy and Lavagirl 3-D,(2004),93 min,Action,3.6,20000-40000
Takers,(2010),107 min,Action,6.2,60000-80000
Black Lightning,(2017–2021),43 min,Action,6.1,20000-40000
Tuca & Bertie,(2019–2022),26 min,Animation,7.3,0-20000
Velvet Buzzsaw,(2019),113 min,Horror,5.7,60000-80000
"Re: Zero, Starting Life in Another World",(2016– ),24 min,Animation,8.1,0-20000
Swallow,(I) (2019),94 min,Drama,6.5,20000-40000
StartUp,(2016–2018),44 min,Crime,7.8,20000-40000
Capitani,(2019–2022),312 min,Crime,6.6,0-20000
Mother/Android,(2021),110 min,Drama,4.9,0-20000
Aileen Wuornos: American Boogeywoman,(2021),85 min,Drama,3.7,0-20000
Mercury Rising,(1998),111 min,Action,6.1,60000-80000
Murderville,(2022– ),33 min,Comedy,6.8,0-20000
The Highwaymen,(2019),132 min,Biography,6.9,80000-100000
Child's Play,(2019),90 min,Drama,5.7,40000-60000
Prey,(VI) (2021),87 min,Adventure,4.3,0-20000
Miss Fisher's Murder Mysteries,(2012–2015),60 min,Crime,8.2,0-20000
Roman Empire,(2016–2019),48 min,Documentary,7.0,0-20000
Child 44,(2015),137 min,Crime,6.4,60000-80000
The Rain,(2018–2020),45 min,Drama,6.3,20000-40000
Fatherhood,(I) (2021),109 min,Comedy,6.6,20000-40000
The Staircase,(2004–2018),629 min,Documentary,7.8,20000-40000
86,(2021–2022),24 min,Animation,8.2,0-20000
You're Nothing Special,(2022– ),35 min,Comedy,5.6,0-20000
RuPaul's Secret Celebrity Drag Race,(2020– ),63 min,Game-Show,6.8,0-20000
From Dusk Till Dawn: The Series,(2014–2016),45 min,Action,6.8,20000-40000
Hold Tight,(2022),284 min,Crime,6.1,0-20000
Fairy Tail,(2009–2019),24 min,Animation,7.9,20000-40000
Fidelity,(2022– ),40 min,Drama,6.4,0-20000
13: The Musical,(2022),91 min,Comedy,5.2,0-20000
Spy Kids 3: Game Over,(2003),84 min,Action,4.3,60000-80000
All the Bright Places,(2020),107 min,Drama,6.5,20000-40000
A Classic Horror Story,(2021),95 min,Drama,5.7,0-20000
Resident Evil: The Final Chapter,(2016),107 min,Action,5.5,80000-100000
El Chapo,(2017–2018),43 min,Biography,7.8,0-20000
Continuum,(I) (2012–2015),45 min,Action,7.6,60000-80000
Worth,(2020),118 min,Biography,6.8,0-20000
Eye See You,(2002),96 min,Crime,5.3,20000-40000
Dr. Stone,(2019– ),24 min,Animation,8.1,0-20000
Awake,(III) (2021),96 min,Action,4.9,20000-40000
One Day at a Time,(2017–2020),30 min,Comedy,8.1,0-20000
Kyle XY,(2006–2009),60 min,Drama,7.5,20000-40000
Power Rangers Dino Fury,(2021– ),21 min,Action,6.8,0-20000
Mudbound,(2017),134 min,Drama,7.4,40000-60000
Zoo,(2015–2017),42 min,Drama,6.6,20000-40000
"Hello, Goodbye and Everything in Between",(2022),82 min,Comedy,5.0,0-20000
Jo Koy: Live from the Los Angeles Forum,(2022 TV Special),74 min,Comedy,7.2,0-20000
The Dragon Prince,(2018– ),26 min,Animation,8.4,20000-40000
Killjoys,(2015–2019),42 min,Action,7.2,20000-40000
Oxygen,(2021),100 min,Drama,6.5,20000-40000
Passing,(I) (2021),98 min,Drama,6.7,0-20000
#Alive,(2020),98 min,Action,6.3,20000-40000
Late Night,(2019),102 min,Comedy,6.5,20000-40000
The Shack,(I) (2017),132 min,Drama,6.2,20000-40000
Sweet Girl,(2021),110 min,Action,5.5,20000-40000
The Devil's Own,(1997),111 min,Action,6.2,60000-80000
Fawlty Towers,(1975–1979),30 min,Comedy,8.8,80000-100000
The Forest,(2017),313 min,Crime,7.2,0-20000
The Spy,(2019),53 min,Drama,7.9,40000-60000
In from the Cold,(2022– ),42 min,Action,6.2,0-20000
An Easy Girl,(2019),92 min,Comedy,5.6,0-20000
What's Wrong with Secretary Kim,(2018),60 min,Comedy,8.1,0-20000
Tomorrow,(2022– ),60 min,Action,7.8,0-20000
Undercover,(2019– ),50 min,Crime,7.8,0-20000
In the Tall Grass,(2019),101 min,Horror,5.4,40000-60000
Finding 'Ohana,(2021),123 min,Action,6.1,0-20000
Live by Night,(2016),129 min,Action,6.4,40000-60000
Last Man Down,(2021),87 min,Action,4.3,0-20000
Someone Great,(2019),92 min,Comedy,6.1,20000-40000
Lost Girls,(2020),95 min,Crime,6.1,20000-40000
Pine Gap,(2018),360 min,Drama,7.1,0-20000
Karppi,(2018–2021),45 min,Crime,7.3,0-20000
The Midnight Gospel,(2020),23 min,Animation,8.2,0-20000
Snabba Cash,(2021– ),52 min,Action,7.6,0-20000
Fresh Meat,(2011–2016),50 min,Comedy,7.8,0-20000
Thunder Force,(2021),106 min,Action,4.5,40000-60000
Fear Street: Part Three - 1666,(2021),114 min,Horror,6.6,40000-60000
Limitless,(2015–2016),42 min,Comedy,7.6,60000-80000
Alba,(2021),50 min,Drama,6.4,0-20000
Greenleaf,(2016–2020),60 min,Drama,7.4,0-20000
The Silence,(II) (2019),90 min,Drama,5.3,40000-60000
Rumor Has It...,(2005),97 min,Comedy,5.5,40000-60000
Malcolm X,(1992),202 min,Biography,7.7,80000-100000
The Great Gatsby,(1974),144 min,Drama,6.4,20000-40000
Devilman: Crybaby,(2018),25 min,Animation,7.6,20000-40000
Salvation,(2017–2018),43 min,Drama,6.9,20000-40000
Black Spot,(2017– ),52 min,Crime,7.4,0-20000
Hell's Kitchen,(2005– ),42 min,Game-Show,7.1,20000-40000
Calibre,(2018),101 min,Drama,6.8,20000-40000
Violet Evergarden,(2018),24 min,Animation,8.4,20000-40000
Two Summers,(2022– ),45 min,Drama,6.8,0-20000
Hot Girls Wanted,(2015),84 min,Documentary,6.1,0-20000
Boyka: Undisputed,(2016 Video),86 min,Action,6.9,20000-40000
Before I Wake,(2016),97 min,Drama,6.2,40000-60000
Fenced In,(2022),110 min,Comedy,4.4,0-20000
Love & Anarchy,(2020– ),30 min,Comedy,7.4,0-20000
Spinning Out,(2020),48 min,Drama,7.6,0-20000
Intimacy,(2022),50 min,Crime,6.8,0-20000
Horse Girl,(I) (2020),103 min,Drama,5.9,0-20000
Love & Gelato,(2022),110 min,Comedy,5.1,0-20000
Ezel,(2009–2011),90 min,Crime,8.7,20000-40000
Operation Finale,(2018),122 min,Biography,6.6,40000-60000
Wanderlust,(2018),60 min,Drama,7.0,0-20000
Start-Up,(2020– ),80 min,Comedy,8.0,0-20000
To the Bone,(I) (2017),107 min,Drama,6.8,40000-60000
The Red Sea Diving Resort,(2019),129 min,Drama,6.6,20000-40000
Troy: Fall of a City,(2018– ),60 min,Action,3.9,0-20000
The Infiltrator,(2016),127 min,Biography,7.0,60000-80000
Hotel Transylvania 3: Summer Vacation,(2018),97 min,Animation,6.3,60000-80000
Cable Girls,(2017–2020),50 min,Drama,7.5,0-20000
You Get Me,(2017),89 min,Crime,4.7,0-20000
The Perfection,(2018),90 min,Drama,6.2,40000-60000
Isekai Ojisan,(2022– ),24 min,Animation,7.4,0-20000
The K2,(2016),60 min,Drama,7.8,0-20000
Anon,(I) (2018),100 min,Crime,6.1,40000-60000
Super Dark Times,(2017),103 min,Crime,6.6,20000-40000
Malevolent,(III) (2018),89 min,Horror,4.8,0-20000
"See No Evil, Hear No Evil",(1989),103 min,Comedy,6.8,40000-60000
She-Ra and the Princesses of Power,(2018–2020),30 min,Animation,7.9,0-20000
The Gift,(2019–2021),40 min,Drama,7.0,20000-40000
The War of the Worlds,(2019),48 min,Drama,5.1,0-20000
The Tinder Swindler,(2022),114 min,Documentary,7.1,60000-80000
World on Fire,(2019– ),57 min,Drama,7.2,0-20000
The King: Eternal Monarch,(2020),70 min,Fantasy,8.1,0-20000
Rust and Bone,(2012),120 min,Drama,7.4,60000-80000
22 July,(2018),143 min,Crime,6.8,20000-40000
Baby,(2018–2020),50 min,Drama,6.8,0-20000
The SpongeBob Movie: Sponge on the Run,(2020),91 min,Animation,5.9,0-20000
Jaadugar,(2022),167 min,Comedy,7.0,0-20000
Alexa & Katie,(2018–2020),25 min,Comedy,7.4,0-20000
The Painted Veil,(2006),125 min,Drama,7.4,80000-100000
That Time I Got Reincarnated as a Slime,(2018– ),25 min,Animation,8.2,0-20000
Deadly Class,(2018–2019),60 min,Action,7.5,0-20000
Dangerous,(III) (2021),99 min,Action,5.1,0-20000
I Spit on Your Grave 2,(2013),106 min,Horror,5.7,20000-40000
SAS: Red Notice,(2021),124 min,Action,5.2,0-20000
My Little Pony: Friendship Is Magic,(2010–2020),22 min,Animation,7.6,20000-40000
The Figo Affair: The Transfer that Changed Football,(2022),105 min,Documentary,7.1,0-20000
Raising Dion,(2019–2022),50 min,Drama,7.1,0-20000
Chappelle's Show,(2003–2006),22 min,Comedy,8.8,60000-80000
Cam,(2018),94 min,Drama,5.9,20000-40000
Eternally Confused and Eager for Love,(2022– ),22 min,Comedy,6.7,0-20000
Better Watch Out,(II) (2016),89 min,Comedy,6.5,20000-40000
Away,(2020),50 min,Drama,6.6,20000-40000
The Wind Rises,(2013),126 min,Animation,7.7,80000-100000
The Bletchley Circle,(2012–2014),45 min,Crime,7.9,0-20000
Miss Bala,(2019),104 min,Action,5.8,0-20000
Mowgli: Legend of the Jungle,(2018),104 min,Adventure,6.5,60000-80000
Fire Force,(2019– ),23 min,Animation,7.6,0-20000
Keep Sweet: Pray and Obey,(2022),192 min,Documentary,7.3,0-20000
The Package,(II) (2018),94 min,Comedy,5.5,0-20000
Wish Dragon,(2021),98 min,Animation,7.2,20000-40000
A Model Family,(2022– ),45 min,Crime,6.6,0-20000
The Professor and the Madman,(2019),124 min,Biography,7.2,40000-60000
Masters of the Universe: Revelation,(2021– ),25 min,Animation,5.3,20000-40000
Circle,(II) (2015),87 min,Drama,6.0,40000-60000
Deadly Illusions,(2021),114 min,Drama,3.7,0-20000
The Outsider,(I) (2018),120 min,Action,6.2,20000-40000
On My Block,(2018–2021),30 min,Comedy,7.9,0-20000
Going in Style,(2017),96 min,Comedy,6.6,80000-100000
The Hardy Boys,(2020– ),45 min,Adventure,7.0,0-20000
Dumplin',(2018),110 min,Comedy,6.5,20000-40000
Black Money Love,(2014–2015),90 min,Action,7.5,0-20000
The Ridiculous 6,(2015),119 min,Action,4.8,40000-60000
Happiness,(2021– ),65 min,Action,7.9,0-20000
Paradise PD,(2018–2022),28 min,Animation,6.8,0-20000
Wine Country,(2019),103 min,Adventure,5.4,20000-40000
Planes,(2013),91 min,Animation,5.7,40000-60000
Sharknado,(2013 TV Movie),86 min,Action,3.3,40000-60000
Step Up 2: The Streets,(2008),98 min,Drama,6.2,80000-100000
The Witcher: Nightmare of the Wolf,(2021),83 min,Animation,7.2,40000-60000
Abducted in Plain Sight,(2017),91 min,Documentary,6.8,0-20000
Don't Listen,(2020),97 min,Adventure,6.1,0-20000
When We First Met,(2018),97 min,Comedy,6.4,40000-60000
The Rising of the Shield Hero,(2019– ),24 min,Animation,8.0,0-20000
Collateral,(2018),230 min,Crime,6.7,0-20000
Fullmetal Alchemist,(2017),135 min,Action,5.3,20000-40000
I Am Mother,(2019),113 min,Drama,6.7,80000-100000
The Wrath of God,(2022),97 min,Drama,5.7,0-20000
The Clovehitch Killer,(2018),109 min,Crime,6.5,20000-40000
Neon Genesis Evangelion: The End of Evangelion,(1997),87 min,Animation,8.0,40000-60000
Being Human,(2008–2013),60 min,Comedy,7.8,20000-40000
Brooklyn's Finest,(2009),132 min,Action,6.7,60000-80000
Crossing Lines,(2013–2015),43 min,Action,7.3,0-20000
Tidelands,(2018),60 min,Crime,6.8,0-20000
Drop Dead Diva,(2009–2014),60 min,Comedy,7.4,0-20000
Thelma,(2017),116 min,Drama,7.0,20000-40000
Don't Trust the B---- in Apartment 23,(2012–2013),22 min,Comedy,7.3,20000-40000
The Privilege,(2022 TV Movie),107 min,Drama,4.7,0-20000
Your Lie in April,(2014–2015),23 min,Animation,8.6,20000-40000
S.W.A.T.: Firefight,(2011 Video),89 min,Action,5.3,0-20000
The Valhalla Murders,(2019–2020),50 min,Crime,7.1,0-20000
Leyla and Mecnun,(2011–2022),80 min,Adventure,9.1,80000-100000
Reckoning,(2019),460 min,Thriller,6.5,0-20000
Derek,(2012–2014),23 min,Comedy,8.1,20000-40000
Always Be My Maybe,(2019),101 min,Comedy,6.8,40000-60000
The Secret World of Arrietty,(2010),94 min,Animation,7.6,80000-100000
River,(2015),60 min,Crime,8.0,20000-40000
The Cave,(2005),97 min,Adventure,5.1,20000-40000
Extinction,(2018),95 min,Action,5.8,40000-60000
Drinking Buddies,(2013),90 min,Comedy,6.1,40000-60000
More the Merrier,(2021),111 min,Comedy,5.4,0-20000
Lovesick,(2014–2018),24 min,Comedy,8.0,20000-40000
Bonding,(2018–2021),17 min,Comedy,7.1,0-20000
The Laundromat,(I) (2019),96 min,Comedy,6.3,40000-60000
Inside,(2021 TV Special),87 min,Comedy,8.6,40000-60000
How to Change Your Mind,(2022),212 min,Documentary,7.9,0-20000
Run On,(2020–2021),70 min,Drama,7.5,0-20000
Komi Can't Communicate,(2021– ),24 min,Animation,7.8,0-20000
Psycho-Pass,(2012– ),25 min,Animation,8.2,0-20000
Black Book,(2006),145 min,Drama,7.7,60000-80000
I Just Killed My Dad,(2022),125 min,Documentary,6.7,0-20000
Wounds,(2019),95 min,Drama,4.1,0-20000
Tyler Perry's A Madea Homecoming,(2022),105 min,Comedy,5.6,0-20000
The Rhythm Section,(2020),109 min,Action,5.4,0-20000
My Little Pony: A New Generation,(2021),90 min,Animation,6.8,0-20000
The Spectacular Spider-Man,(2008–2009),23 min,Animation,8.3,0-20000
Beasts of No Nation,(2015),137 min,Drama,7.7,80000-100000
Akame ga Kill!,(2014),24 min,Animation,7.8,20000-40000
Yes Day,(2021),86 min,Comedy,5.7,20000-40000
Staged,(2020–2021),22 min,Comedy,8.5,0-20000
Stranger,(2017– ),60 min,Crime,8.5,0-20000
Borgia,(2011–2014),52 min,Biography,7.8,0-20000
Caliphate,(2020– ),46 min,Crime,8.2,0-20000
The Bureau of Magical Things,(2018– ),25 min,Drama,6.8,0-20000
A Futile and Stupid Gesture,(2018),101 min,Biography,6.7,0-20000
Marianne,(2019),50 min,Drama,7.4,0-20000
Tangerine,(2015),88 min,Comedy,7.1,20000-40000
The Mist,(2017),42 min,Drama,5.4,20000-40000
How to Sell Drugs Online (Fast),(2019– ),30 min,Comedy,7.8,20000-40000
Big Game,(2014),110 min,Action,5.4,20000-40000
Nightbooks,(2021),103 min,Family,5.7,0-20000
Republic of Doyle,(2010–2014),60 min,Comedy,7.6,0-20000
Victoria & Abdul,(2017),111 min,Biography,6.8,20000-40000
Cadaver,(2020),86 min,Drama,5.2,0-20000
Making a Murderer,(2015–2018),60 min,Documentary,8.6,80000-100000
He-Man and the Masters of the Universe,(2021–2022),26 min,Animation,5.8,0-20000
The Swimmers,(2022),134 min,Biography,7.0,0-20000
Highschool of the Dead,(2010),24 min,Animation,7.2,0-20000
Hold the Dark,(2018),125 min,Action,5.6,20000-40000
The Social Dilemma,(2020),94 min,Documentary,7.6,80000-100000
The White Tiger,(2021),125 min,Crime,7.1,60000-80000
Thomas & Friends,(1984–2021),11 min,Animation,6.5,0-20000
Pasión de gavilanes,(2003–2022),60 min,Drama,7.8,0-20000
The Prom,(2020),130 min,Comedy,5.9,20000-40000
The Takedown,(2022),119 min,Action,5.7,0-20000
My Octopus Teacher,(2020),85 min,Documentary,8.1,40000-60000
The Half of It,(I) (2020),104 min,Comedy,6.9,20000-40000
Feel Good,(2020–2021),30 min,Comedy,7.5,0-20000
Redemption,(I) (2013),100 min,Action,6.2,60000-80000
Shaft,(2019),111 min,Action,6.4,40000-60000
A Perfect Ending,(2012),110 min,Drama,5.6,0-20000
Moxie,(I) (2021),111 min,Comedy,6.7,20000-40000
Code 8,(2019),98 min,Action,6.1,40000-60000
The Longest Night,(2022),268 min,Action,5.8,0-20000
The Chair,(2021– ),30 min,Comedy,7.2,0-20000
The Good Cop,(2018),60 min,Comedy,6.9,0-20000
